assay_description,document_journal,document_year,target_chembl_id,target_pref_name,molecule_chembl_id,standard_type,standard_units,canonical_smiles,nIC50,pIC50,MW,LogP,NumHDonors,NumHAcceptors
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3961782,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,562.5130000000001,5.302500000000004,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665593,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,532.0310000000002,4.398100000000002,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665594,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(F)c(F)cc12,100.0,7.0,550.0210000000002,4.537200000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665595,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)c(F)cc12,100.0,7.0,566.4760000000001,5.051500000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665596,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,530.4960000000001,4.773300000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665597,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)c(F)cc12,100.0,7.0,548.4860000000001,4.912400000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665598,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1c2ccc(Cl)c1F,100.0,7.0,566.4760000000002,5.051500000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665599,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1c2ccc(Cl)c1F,500.0,6.301029995663981,550.0210000000002,4.537200000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3890230,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(C)(O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,576.5400000000002,5.692600000000005,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3665601,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cc(F)cc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,548.4860000000001,4.912400000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3932760,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(F)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,546.0580000000001,4.7882000000000025,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3960238,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)c(F)cc12,100.0,7.0,580.5030000000002,5.441600000000004,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3920895,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(F)c(F)cc12,500.0,6.301029995663981,564.0480000000002,4.927300000000003,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3892878,IC50,nM,CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2)[C@]12C(=O)Nc1cc(Cl)ccc12,100.0,7.0,544.5230000000001,5.163400000000004,4.0,4.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3704552,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCc2ccccc2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,10000.0,5.0,586.4910000000002,3.938900000000004,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3704554,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCc2cccs2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,1000.0,6.0,592.5200000000002,4.000400000000004,5.0,6.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663809,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCCc2ccccc2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,1000.0,6.0,600.5180000000001,4.329000000000005,5.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663812,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCc2ccsc2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,5000.0,5.301029995663981,592.5200000000002,4.000400000000004,5.0,6.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663814,IC50,nM,CN1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CCCc1ccccc1,10000.0,5.0,614.5450000000001,4.671200000000004,4.0,5.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663815,IC50,nM,O=C(NCC[C@H](O)CO)[C@@H]1N[C@H](CCCc2cccs2)[C@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1c1cccc(Cl)c1,1000.0,6.0,606.5470000000001,4.390500000000004,5.0,6.0
"Fluorescence-Polarization Binding Assay: The binding affinity of the MDM2 inhibitors was determined using an optimized, sensitive and quantitative fluorescence polarization-based (FP-based) binding assay using a recombinant human His-tagged MDM2 protein (residues 1-118) and a fluorescently tagged p53-based peptide.The design of the fluorescence probe was based upon a previously reported high-affinity p53-based peptidomimetic compound (5-FAM-beta Ala-beta Ala-Phe-Met-Aib-pTyr-(6-Cl-LTrp)-Glu-Ac3c-Leu-Asn-NH2 (SEQ ID NO: 1)) Garcia-Echeverria et al., J. Med. Chem. 43: 3205-3208 (2000)). This tagged peptide is called PMDM6-F. The Kd value of PMDM6-F with the recombinant MDM2 protein was determined from the saturation curve. MDM2 protein was serially double diluted in a Dynex 96-well, black, round-bottom plate, and the PMDM6-F peptide was added at 1 nM concentration. The assay was performed in the buffer: 100 mM potassium phosphate, pH 7.5; 100 ug/mL bovine gamma globulin; 0.02% sodium azide, 0.01% Triton X-100).",,2015,CHEMBL5023,p53-binding protein Mdm-2,CHEMBL3663816,IC50,nM,CN1[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]2(C(=O)Nc3cc(Cl)c(F)cc32)[C@H]1CCCc1cccs1,5000.0,5.301029995663981,620.5740000000001,4.732700000000005,4.0,6.0
